,Full Name,Born,Age,Batting Style,Bowling Style,id,Playing Role,Fielding Position,Died,Also Known As,Education,Other,Nicknames,Height
0,Mughavi Wotsa,"December 06, 1992, Dimapur, Nagaland",30y 304d,Right hand Bat,Right arm Medium,1159806,Opening Batter,,,,,,,
0,Mohammad Faizan,"May 07, 1997, Nankana Sahib",26y 152d,Right hand Bat,Right arm Medium fast,1218226,Batter,,,,,,,
0,,,,,,316381,,,,,,,,
0,Muhammad Kaleem Burhan,"October 01, 1985, Gujranwala, Pakistan",38y 5d,Right hand Bat,Right arm Medium fast,943295,Opening Batter,,,,,,,
0,Muhammad Musa Khan,"August 28, 2000, Islamabad",23y 39d,Right hand Bat,Right arm Fast medium,1072472,Bowler,,,,,,,
0,Malik Muhammad Naeem,"September 04, 1982, Saikot",41y 32d,Right hand Bat,Right arm Offbreak,1172140,,,,,,,,
0,Muhammad Shoaib Ahmed,"February 10, 1981, Sialkot",42y 238d,Right hand Bat,Right arm Medium,1156250,Allrounder,,,,,,,
0,Muhammad Usman,"October 13, 1985, Lahore",37y 358d,Left hand Bat,,974719,Middle order Batter,,,,,,,
0,Mujeeb Ur Rahman,"March 28, 2001, Khost",22y 192d,Right hand Bat,Right arm Offbreak,974109,Bowler,,,Mujeeb Zadran,,,,
0,Mukesh Choudhary,"July 06, 1996, Pardodas, Bhilwara, Rajsthan",27y 92d,Left hand Bat,Left arm Medium,1125688,Bowler,,,,,,,
0,Muneeba Ali Siddiqi,"August 08, 1997, Karachi, Sind",26y 59d,Left hand Bat,,941795,Wicketkeeper Batter,,,,,,,
0,Munir Ahmed Dar,"March 04, 1974, Gujrat, Punjab",49y 216d,Right hand Bat,Slow Left arm Orthodox,220613,Allrounder,,,Moner Ahmed,,,,
0,Murshida Khatun,"July 07, 1999",24y 91d,Left hand Bat,,1080264,Opening Batter,,,,,,,
0,Mohammad Mushfiqur Rahim,"May 09, 1987, Bogra",36y 150d,Right hand Bat,,56029,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Mustafizur Rahman,"September 06, 1995, Satkhira",28y 30d,Left hand Bat,Left arm Fast medium,330902,Bowler,,,,,,,5ft 11in
0,Martin van Jaarsveld,"June 18, 1974, Klerksdorp, Transvaal",49y 110d,Right hand Bat,"Right arm Medium, Right arm Offbreak",47700,Top order Batter,,,,,,Jaar,6ft 2in
0,Mark Verdon Boucher,"December 03, 1976, East London, Cape Province",46y 307d,Right hand Bat,Right arm Medium,44111,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Margashayam Venkataramana,"April 24, 1966, Secunderabad, Andhra Pradesh",57y 165d,Right hand Bat,Right arm Offbreak,35657,,,,,,,,
0,Murali Vijay,"April 01, 1984, Chennai",39y 188d,Right hand Bat,Right arm Offbreak,237095,Opening Batter,,,,,,,
0,Mahendra Veeren Nagamootoo,"October 09, 1975, Whim, Berbice, Guyana",47y 362d,Left hand Bat,Legbreak Googly,52630,Allrounder,,,,,,,
0,Modireddy Venkat Narasimha Rao,"August 11, 1954, Secunderabad, Andhra Pradesh",69y 56d,Right hand Bat,Legbreak,31795,Allrounder,,,,,,,
0,Manan Vohra,"July 18, 1993, Chandigarh, Punjab",30y 80d,Right hand Bat,Right arm Medium,532856,Opening Batter,,,,,,,
0,Muthuthanthrige Vishwa Thilina Fernando,"September 18, 1991, Colombo",32y 18d,Right hand Bat,Left arm Medium fast,465783,Bowler,,,,"St. Sebastians College, Moratuwa",,,5ft 10in
0,Mary Veronica Waldron,"May 05, 1984, Dublin",39y 154d,Right hand Bat,,463208,Wicketkeeper Batter,Wicketkeeper,,,,Umpire,,
0,Michael Watkinson,"August 01, 1961, Westhoughton, Lancashire",62y 66d,Right hand Bat,"Right arm Medium, Right arm Offbreak",22328,Allrounder,,,,,Coach,,
0,Major William Booth,"December 10, 1886, Lowtown, Pudsey, Yorkshire",,Right hand Bat,Right arm Medium fast,9152,,,"July 01, 1916, near La Cigny, France, (aged 29y 204d)",,Fulneck School,,,
0,Michael William Gatting,"June 06, 1957, Kingsbury, Middlesex",66y 122d,Right hand Bat,Right arm Medium,13340,Top order Batter,,,Gatt,,"Coach, Commentator",,
0,Murray William Goodwin,"December 11, 1972, Salisbury (now Harare)",50y 299d,Right hand Bat,Legbreak,55456,Top order Batter,,,,"St John's, Harare, Zimbabwe; Newtonmoore Senior High, Bunbury, Western Australia",,"Muzza, Fuzz, Goodie",1.77 m
0,Mackenzie Walter Harvey,"September 18, 2000, East St Kilda",23y 18d,Left hand Bat,Right arm Medium fast,1076382,Top order Batter,,,,,,,
0,Matthew William Machan,"February 15, 1991, Brighton, Sussex",32y 233d,Left hand Bat,Right arm Offbreak,297488,Top order Batter,,,,Hurstpierpoint College; Brighton College,,,
0,Matthew William Parkinson,"October 24, 1996, Bolton, Lancashire",26y 347d,Right hand Bat,Legbreak,653695,Bowler,,,,Bolton School,,,
0,Mathew William Pillans,"July 04, 1991, Pretoria, Transvaal",32y 94d,Right hand Bat,Right arm Fast,429897,,,,,,,,
0,Mark Wellings Priest,"August 12, 1961, Greymouth, West Coast",62y 55d,Left hand Bat,Slow Left arm Orthodox,38132,,,,Popeye,,,,
0,Meyrick Wayne Pringle,"June 22, 1966, Adelaide, Cape Province",57y 106d,Right hand Bat,Right arm Fast medium,46790,,,,,,,,
0,Macalister B Wright,"January 22, 1998, Ferntree Gully, Victoria",25y 257d,Right hand Bat,Legbreak,816627,Middle order Batter,,,,,,,
0,Mark Weir Rushmere,"January 07, 1965, Port Elizabeth, Cape Province",58y 272d,Right hand Bat,Right arm Medium,47011,,,,,,,,
0,Matthew William Short,"November 08, 1995",27y 332d,Right hand Bat,Right arm Offbreak,605575,Top order Batter,,,,,,,
0,Morris William Sievers,"April 13, 1912, Powlett River, Victoria",,Right hand Bat,Right arm Fast medium,7614,,,"May 10, 1968, Brunswick, Victoria, (aged 56y 27d)",,,,,
0,Michael Warwick Snedden,"September 20, 1992, Auckland",31y 16d,Right hand Bat,Right arm Medium fast,707179,,,,,,,,
0,Maurice William Tate,"May 30, 1895, Preston, Brighton, Sussex",,Right hand Bat,"Right arm Medium fast, Right arm Medium, Right arm Offbreak",21462,Allrounder,,"May 18, 1956, Wadhurst, Sussex, (aged 60y 354d)",Chubby,,,,
0,Michael Walter William Selvey,"April 25, 1948, Chiswick, Middlesex",75y 164d,Right hand Bat,Right arm Fast medium,20105,,,,,Battersea Grammar School; Manchester University; Cambridge University,"Commentator, Journalist",Walter,6ft 2in
0,Monde Zondeki,"July 25, 1982, King William's Town, Cape Province",41y 73d,Right hand Bat,Right arm Fast,48112,,,,,,,,
0,Nabam Tempol,"September 25, 1994, Upper Tubung, Balijan Districts, Papum Pare",29y 11d,Right hand Bat,Right arm Medium fast,1206040,Bowler,,,,,,,
0,Nadeem Ahmed,"September 28, 1987, Bahawalpur",36y 8d,Right hand Bat,Slow Left arm Orthodox,24230,Bowler,,,,,,,
0,Mohammed Naeem Islam,"December 31, 1986, Gaibandha",36y 279d,Right hand Bat,Right arm Offbreak,56054,Allrounder,,,,,,,
0,Mohammad Nafees Iqbal Khan,"January 31, 1985, Chittagong",38y 248d,Right hand Bat,Right arm Medium,56064,Opening Batter,,,,,,,
0,Neil Alan Foster,"May 06, 1962, Colchester, Essex",61y 153d,Right hand Bat,Right arm Fast medium,12879,Bowler,,,,"Philip Morant Comprehensive, Colchester",,Fozzy,6ft 4in
0,Nagaho Chishi,"November 12, 1997, Dimapur, Nagaland",25y 328d,Right hand Bat,Right arm Medium,1201603,,,,,,,,
0,Nicholas Alexander George Farrar,"July 31, 1994",29y 67d,Left hand Bat,Right arm Medium fast,468754,,,,,,,,
0,Nahida Akter,"March 02, 2000",23y 218d,Right hand Bat,Slow Left arm Orthodox,924183,Bowler,,,,,,,
0,Nahida Bibi Khan,"November 03, 1986, Quetta, Baluchistan",36y 337d,Right hand Bat,Right arm Medium,361854,Opening Batter,,,,,,,
0,Naimur Rahman,"September 19, 1974, Manikganj, Dhaka",49y 17d,Right hand Bat,Right arm Offbreak,56035,Allrounder,,,Durjoy,,,,
0,Syeda Nain Fatima Abidi,"May 23, 1985, Karachi, Sind",38y 136d,Right hand Bat,,272324,,,,,,,,
0,Najeeb Amar,"September 25, 1971, Dera Ghazi Khan, Punjab",52y 11d,Left hand Bat,Slow Left arm Orthodox,42106,Allrounder,,,,,,,
0,Najeeb Tarakai,"February 02, 1991",,Right hand Bat,Right arm Offbreak,533953,Opening Batter,,"October 06, 2020 (aged 29y 247d)",,,,,
0,Najibullah Zadran,"February 28, 1993, Logar",30y 220d,Left hand Bat,Right arm Offbreak,524049,Middle order Batter,,,,,,,
0,Neville Alexander Knox,"October 10, 1884, Clapham, London",,Right hand Bat,Right arm Fast,15921,,,"March 03, 1935, Southborough, Surbiton, Surrey, (aged 50y 144d)",,,,,
0,Neil Alan Mallender,"August 13, 1961, Kirk Sandall, Yorkshire",62y 54d,Right hand Bat,Right arm Fast medium,16886,,,,,,Umpire,,
0,Nathan A McSweeney,"March 08, 1999, Brisbane, Queensland",24y 212d,Right hand Bat,Right arm Offbreak,1124290,Allrounder,,,,,,,
0,Nixon Alexei McNamara McLean,"July 20, 1973, Stubbs, St Vincent",50y 78d,Left hand Bat,Right arm Fast,52430,Bowler,,,,,,,
0,Naoomal Jeoomal Makhija,"April 17, 1904, Karachi, Sind",,Right hand Bat,Legbreak,31939,,,"July 28, 1980, Bombay (now Mumbai), Maharashtra, (aged 76y 102d)",,,"Umpire, Coach",,
0,Neville Anthony Quinn,"February 21, 1908, Tweefontein, Orange Free State",,Left hand Bat,Left arm Medium fast,46952,,,"August 05, 1934, Kenilworth, Kimberley, (aged 26y 165d)",,,,,
0,Ninad Ashvinkumar Rathva,"March 10, 1999, Muldhar, Vadodara, Gujarat",24y 210d,Left hand Bat,Slow Left arm Orthodox,1126213,,,,,,,,
0,Muhammad Naseem Khushi,"August 11, 1982, Sialkot",41y 56d,Right hand Bat,,1077310,Wicketkeeper,Wicketkeeper,,,,,,
0,Naseem Shah,"February 15, 2003",20y 233d,Right hand Bat,Right arm Fast,1158088,Bowler,,,,,,,
0,Nashra Sandhu,"November 19, 1997, Lahore, Punjab",25y 321d,Right hand Bat,Slow Left arm Orthodox,941803,Bowler,,,,,,,
0,Nasim-ul-Ghani,"May 14, 1941, Delhi, India",82y 145d,Left hand Bat,"Left arm Medium, Slow Left arm Orthodox",42057,Bowler,,,,,"Referee, Administrator",,
0,Nasir Aziz,"June 16, 1986, Karachi",37y 112d,Right hand Bat,Right arm Offbreak,447290,Bowler,,,,,,,
0,Mohammad Nasir Hossain,"November 30, 1991",31y 310d,Right hand Bat,Right arm Offbreak,300618,Allrounder,,,,,,,
0,Nasir Jamal,"December 21, 1993, Afghanistan",29y 289d,Right hand Bat,"Right arm Offbreak, Legbreak Googly",524048,Middle order Batter,,,,,,,
0,Nasir Jamshed,"December 06, 1989, Lahore, Punjab",33y 304d,Left hand Bat,,42321,Opening Batter,,,,,,,
0,Nasir Rasool,"October 07, 1993, Anantnag, Srinagar",29y 364d,Right hand Bat,Right arm Medium fast,1206049,,,,,,,,
0,Nathan Adam Sowter,"October 12, 1992, Penrith, New South Wales",30y 359d,Right hand Bat,Legbreak,747315,Bowler,,,,,,,
0,Nasrulla Rana,"September 11, 2002",21y 25d,Right hand Bat,Right arm Medium fast,1058924,,,,,,,,
0,Neil Alan Stanley,"May 16, 1968, Bedford",55y 143d,Right hand Bat,Right arm Medium,20334,,,,,,,,
0,Neil Amwin Treharne Adcock,"March 08, 1931, Sea Point, Cape Town, Cape Province",,Right hand Bat,Right arm Fast,43923,,,"January 06, 2013, Howick, KwaZulu-Natal, (aged 81y 304d)",,,,,
0,Noman Ali,"October 07, 1986, Sanghar, Sind",36y 364d,Left hand Bat,Slow Left arm Orthodox,238672,Bowler,,,,,,,
0,Naushad Shafi Shaikh,"October 15, 1991, Osmanabad, Maharashtra",31y 356d,Right hand Bat,Right arm Offbreak,699501,Middle order Batter,,,Naushad Shaikh,,,,
0,Navdeep Amarjeet Saini,"November 23, 1992, Karnal, Haryana",30y 317d,Right hand Bat,Right arm Fast,700167,Bowler,,,,,,,
0,Rana Naved-ul-Hasan,"February 28, 1978, Sheikhupura, Punjab",45y 220d,Right hand Bat,Right arm Medium fast,42272,Bowler,,,Rana Naved,,,,
0,Iftikhar Ali Khan Pataudi (Nawab of),"March 16, 1910, Pataudi, Punjab",,Right hand Bat,,32224,,,"January 05, 1952, New Delhi, (aged 41y 295d)",Nawab of Pataudi,"Chief's College, Lahore; Oxford University",,Pat,6ft 
0,Neisha-Ann Amanda Waisome,"June 29, 1993",30y 99d,Right hand Bat,Right arm Medium,578129,,,,,,,,
0,Nawroz Khan Mangal,"July 15, 1984, Kabul, Afghanistan",39y 83d,Right hand Bat,Right arm Offbreak,318334,Top order Batter,,,,,,,
0,Mohammad Nayeem Hasan,"February 12, 2000, Chittagong",23y 236d,Right hand Bat,Right arm Offbreak,932635,Bowler,,,,,,,
0,Mohammed Nazim Siddiqui,"October 17, 1994, Dhanbad, Jharkhand",28y 354d,Right hand Bat,Right arm Medium,1122392,,,,,,,,
0,Najmul Hossain Shanto,"August 25, 1998, Rajshahi",25y 42d,Left hand Bat,Right arm Offbreak,629058,Top order Batter,,,,,,,
0,Mohammad Nazmul Islam,"March 21, 1992, Dhaka",31y 199d,Left hand Bat,Slow Left arm Orthodox,446810,Bowler,,,Nazmul Apu,,,Apu,
0,Nicholas Brendan Beard,"September 16, 1989, Dunedin, Otago",34y 20d,Left hand Bat,Slow Left arm Orthodox,326971,,,,,,,,
0,Naresh Bahadur Budayair,"October 15, 1991, Kanchanpur",31y 356d,Right hand Bat,Right arm Bowler,437757,Opening Batter,,,,,,,
0,Nelson Betancourt,"June 04, 1887, Trinidad",,Right hand Bat,,51222,,Wicketkeeper,"October 12, 1947, Trinidad, (aged 60y 130d)",,,,,
0,Norman Bertram Fleetwood Mann,"December 28, 1920, Benoni, Transvaal",,Right hand Bat,Slow Left arm Orthodox,46168,,,"July 31, 1952, Hillbrow, Johannesburg, Transvaal, (aged 31y 216d)",,,,,
0,Ngonidzashe Blessing Mahwire,"July 31, 1982, Bikita, Masvingo",41y 67d,Right hand Bat,Right arm Fast medium,55628,Bowler,,,,,,,
0,Nico Boje,"March 20, 1973, Bloemfontein, Orange Free State",50y 200d,Left hand Bat,Slow Left arm Orthodox,44091,Bowler,,,,Grey College,,,
0,Nathu Bharat Singh,"September 08, 1995, Jaipur",28y 28d,Right hand Bat,Right arm Medium,853259,Bowler,,,,,,,
0,Natalie Claire Dodd,"November 22, 1992, Hamilton",30y 318d,Right hand Bat,Right arm Offbreak,324353,,Wicketkeeper,,,,,,
0,Natthakan Chantham,"January 01, 1996",27y 278d,Right hand Bat,Right arm Medium fast,486942,Batter,,,,,,,
0,Nikhil Chopra,"December 26, 1973, Allahabad, Uttar Pradesh",49y 284d,Right hand Bat,Right arm Offbreak,27641,Bowler,,,,,,,
0,Neil Clarkson Johnson,"January 24, 1970, Salisbury (now Harare)",53y 255d,Left hand Bat,Right arm Fast medium,55528,Allrounder,Occasional Wicketkeeper,,,"Howick HS; Kingswood College, UPE",,,
0,Norman Clifford Louis O'Neill,"February 19, 1937, Carlton, Sydney, New South Wales",,Right hand Bat,,7015,Top order Batter,,"March 03, 2008, Erina, New South Wales, Australia, (aged 71y 13d)",,,,,
0,Neil Christopher McGarrell,"July 12, 1972, Georgetown, Demerara, Guyana",51y 86d,Right hand Bat,Slow Left arm Orthodox,52428,Bowler,,,,,,,
0,Nicholas Christopher Richard Larkin,"May 01, 1990, New South Wales",33y 158d,Right hand Bat,,533870,Batter,,,,,,,
0,Neville Charsley Tufnell,"June 13, 1887, Simla, Punjab, India",,Right hand Bat,Right arm Slow,21609,,Wicketkeeper,"August 03, 1951, Whitechapel, London, (aged 64y 51d)",,,,,
0,Neetu David,"September 01, 1977, Kanpur, Uttar Pradesh",46y 35d,Right hand Bat,Slow Left arm Orthodox,53912,,,,Neetu,,,,
0,Nadine de Klerk,"January 16, 2000",23y 263d,Right hand Bat,Right arm Medium,939249,Allrounder,,,,,,,
0,Narsingh Deonarine,"August 16, 1983, Albion, Berbice, Guyana",40y 51d,Left hand Bat,Right arm Offbreak,51659,Batter,,,,,,,
0,Narendra Deepchand Hirwani,"October 18, 1968, Gorakhpur, Uttar Pradesh",54y 353d,Right hand Bat,Legbreak Googly,29299,Bowler,,,,,,,
0,Nigel David Howard,"May 18, 1925, Gee Cross, Hyde, Cheshire",,Right hand Bat,,14282,,,"May 31, 1979, Douglas, Isle of Man, (aged 54y 13d)",,,,,
0,Dickwella Patabendige Dilantha Niroshan Dickwella,"June 23, 1993, Kandy",30y 105d,Left hand Bat,,429754,Wicketkeeper Batter,,,,"Trinity College, Kandy",,Niro,5ft 9in
0,Neil Douglas McKenzie,"November 24, 1975, Johannesburg, Transvaal",47y 316d,Right hand Bat,Right arm Medium,46208,Opening Batter,,,,"King Edward VII, RAU",,,
0,Nicole Elizabeth Bolton,"January 17, 1989, Subiaco, Perth, Western Australia",34y 262d,Left hand Bat,Right arm Offbreak,267611,Opening Batter,,,,,,,
0,Nkrumah Eljego Bonner,"January 23, 1989, St. Catherine, Jamaica",34y 256d,Right hand Bat,Legbreak,314650,Middle order Batter,,,,,,,
0,Neelam Obi,"January 16, 1993, Arunachal Pradesh",30y 263d,Right hand Bat,Legbreak Googly,1163661,,,,,,,,
0,Nigel Esmé Haig,"December 12, 1887, Kensington, London",,Right hand Bat,Right arm Fast medium,13993,,,"October 27, 1966, Eastbourne, Sussex, (aged 78y 319d)",birth registered as Lionel Esmé Haig,Eton College,,,
0,Norman Edgar Marshall,"February 27, 1924, Welchman Hall Plantation, St Thomas, Barbados",,Right hand Bat,Right arm Offbreak,52420,,,"August 11, 2007, Hastings, Christ Church, (aged 83y 165d)",,Foundation School,,,
0,Naomi Elizabeth Stalenberg,"April 18, 1994, Blacktown, New South Wales, Australia",29y 171d,Right hand Bat,Right arm Medium,592588,Allrounder,,,,,,,
0,Nicole Faltum,"January 17, 2000",23y 262d,Right hand Bat,,1074185,Wicketkeeper Batter,Wicketkeeper,,,,,,
0,Norman Frank Druce,"January 01, 1875, Denmark Hill, London",,Right hand Bat,,11940,,,"October 27, 1954, Milford on Sea, Hampshire, (aged 79y 299d)",,,,,
0,Nathaniel Frampton Davis Thomson,"May 29, 1839, Surry Hills, Sydney, New South Wales",,Right hand Bat,,7948,,Wicketkeeper,"September 02, 1896, Burwood, New South Wales, (aged 57y 96d)",,,,,
0,Neil FetzGerald Williams,"July 02, 1962, Hopewell, St Vincent",,Right hand Bat,Right arm Fast medium,22453,,,"March 27, 2006, London, England, (aged 43y 268d)",,,,Nellie,
0,Norman Gallichan,"June 03, 1906, Palmerston North, Manawatu",,Right hand Bat,Slow Left arm Orthodox,37098,,,"March 25, 1969, Taupo, Waikato, (aged 62y 295d)",,,,,
0,Ngangom Rajesh Singh,"March 01, 1976, Imphal, Manipur",47y 219d,Right hand Bat,Right arm Medium,1170904,,,,,,,,
0,Ngazibini Sigwili,"June 12, 1995, Mthatha",28y 116d,Left hand Bat,Left arm Fast medium,543036,,,,,"Hudson Park High School, East London",,,
0,Nicholas Grant Billson Cook,"June 17, 1956, Leicester",67y 111d,Right hand Bat,Slow Left arm Orthodox,10797,,,,,Lutterworth High,Umpire,"Beast, Rag'ead",6ft 
0,Norman George Cowans,"April 17, 1961, Enfield, St Mary, Jamaica",62y 172d,Right hand Bat,Right arm Fast,10839,Bowler,,,,Park High Secondary,,Flash,6ft 3in
0,Norman Gifford,"March 30, 1940, Ulverston, Lancashire",83y 190d,Left hand Bat,Slow Left arm Orthodox,13365,,,,,,Coach,,
0,Nigel Geoffrey Jones,"April 22, 1982, Timaru, New Zealand",41y 167d,Right hand Bat,Right arm Medium,406308,Allrounder,,,,,,,
0,Norman Gordon,"August 06, 1911, Boksburg, Transvaal",,Right hand Bat,Right arm Fast,45239,,,"September 02, 2014, Hillbrow, Johannesburg, (aged 103y 27d)",Mobil,,,,
0,Neketh Gedara Roshan Prabath Jayasuriya,"November 05, 1991, Matale",31y 335d,Right hand Bat,Slow Left arm Orthodox,422871,Bowler,,,,"Christ Church College-Matale, Lumbini College, Colombo",,,
0,Nathan Gregory Smith,"July 15, 1998, Dunedin, Otago",25y 83d,Right hand Bat,Right arm Medium fast,959771,,,,,,,,
0,Nicolaas Hendrik Christiaan de Jong Theunissen,"May 04, 1867, Colesburg, Cape Colony",,Right hand Bat,Right arm Fast,47568,,,"November 09, 1929, Willemsdal, Transvaal, (aged 62y 189d)",,,,,
0,Neil Harvey Fairbrother,"September 09, 1963, Warrington, Lancashire",60y 27d,Left hand Bat,Left arm Medium,12803,Middle order Batter,,,,,,,
0,Nasser Hussain,"March 28, 1968, Madras (now Chennai), India",55y 192d,Right hand Bat,Legbreak,14325,Top order Batter,,,,"Forest School, Snaresbrook,; Durham University",Commentator,Nashwan,6ft 
0,Nida Rashid Dar,"January 02, 1987, Gujranwala, Punjab",36y 277d,Right hand Bat,Right arm Offbreak,333355,Bowling Allrounder,,,Nida Rashid,,,,
0,Nigar Sultana Joty,"August 01, 1997",26y 66d,Right hand Bat,,924177,Wicketkeeper Batter,Wicketkeeper,,,,,Joty,
0,Nihal Durgadas Surlaker,"May 30, 1998",25y 129d,Right hand Bat,Right arm Medium,1201758,,,,,,,,
0,Nikhil Gangta,"September 01, 1992, Shimla, Himachal Pradesh",31y 35d,Right hand Bat,Right arm Medium,528332,Batting Allrounder,,,,,,,
0,Nitesh Kumar Gupta,"May 12, 1993, Jorethang, South Sikkim",30y 147d,Right hand Bat,Right arm Fast medium,1201335,,,,,,,,
0,Nitesh Satyawan Hooda,"May 01, 1999, New Delhi",24y 158d,Right hand Bat,Right arm Medium fast,1252372,,,,,,,,
0,Nitesh Lohchab,"November 18, 1992, Delhi",30y 322d,Right hand Bat,Right arm Medium,930191,,,,,,,,
0,Nitesh Sedai,"February 08, 1998, Kangpokpi, Manipur",25y 240d,Right hand Bat,Right arm Offbreak,1206053,,,,,,,,
0,Kaki Nitish Kumar Reddy,"May 26, 2003, Visakhapatnam, Andhra Pradesh",20y 133d,Right hand Bat,Right arm Medium fast,1175496,Batting Allrounder,,,,,,,
0,Norman Ian Thomson,"January 23, 1929, Palfrey, Walsall, Staffordshire",,Right hand Bat,Right arm Medium,21533,,,"August 01, 2021, Henfield, West Sussex, (aged 92y 190d)",,,,,
0,Nitin Harichand Yadav,"November 20, 1992, New Delhi",30y 320d,Right hand Bat,Right arm Medium,950031,,,,,,,,
0,V Nitish Rao,"September 17, 1990, Shahdol , Madhya Pradesh",33y 19d,Left hand Bat,Slow Left arm Orthodox,1131878,,,,,,,,
0,Nizakat Khan,"July 08, 1992, Attock, Punjab, Pakistan",31y 90d,Right hand Bat,Legbreak,350629,Allrounder,,,,,,,
0,Nathan John Astle,"September 15, 1971, Christchurch, Canterbury",52y 21d,Right hand Bat,Right arm Medium,36185,Opening Batter,,,,,,,
0,Nicola Jane Browne,"September 14, 1983, Matamata, Waikato",40y 22d,Right hand Bat,Right arm Medium,54504,,,,,,,,
0,Nicola Jane Carey,"September 10, 1993, Sydney, New South Wales, Australia",30y 26d,Left hand Bat,Right arm Medium,381217,Bowler,,,,,,,
0,Nariman Jamshedji Contractor,"March 07, 1934, Godhra, Gujarat",89y 213d,Left hand Bat,Right arm Medium,27667,Opening Batter,,,,,,,
0,Nicolas James Maddinson,"December 21, 1991, Nowra, New South Wales",31y 289d,Left hand Bat,Slow Left arm Orthodox,333780,Opening Batter,,,,,,,
0,Neil James Napier Hawke,"June 27, 1939, Cheltenham, Adelaide, South Australia",,Right hand Bat,Right arm Medium fast,5611,Bowler,,"December 25, 2000, North Adelaide, South Australia, (aged 61y 181d)",,,,Hawkeye,
0,Niall John O'Brien,"November 08, 1981, Dublin",41y 332d,Left hand Bat,,24289,Wicketkeeper Batter,Wicketkeeper,,,Marian College Dublin,,Paddy,5ft 7in
